"consumer","resource","n_interacting_sites","n_cooccurring_sites","repeatability"
"Llugen","Ofoeti",1,1,1
"Llugen","Oobscu",2,3,0.666666666666667
"Llugen","Oproxi",19,19,1
"Llugen","Otrian",1,2,0.5
"Lpunct","Halien",3,3,1
"Lpunct","Hischn",2,4,0.5
"Lpunct","Hplicg",1,2,0.5
"Lpunct","Hplicl",2,2,1
"Lsubco","Otrian",1,1,1
"Mesole","Eweiff",1,1,1
"Mesole","Hoblit",1,1,1
"Mesole","Hscapr",1,1,1
"Mesole","Obrevi",1,1,1
"Mesole","Okriec",1,1,1
"Mesole","Onigri",1,1,1
"Mesole","Onival",1,2,0.5
"Mesole","Oobscu",1,2,0.5
"Mesole","Oretus",1,1,1
"Mesole","Ovaria",1,4,0.25
"Mlongi","Eelaea",1,1,1
"Mspone","Epurpu",1,1,1
"Mvesic","Emucro",1,1,1
"Mvesic","Eweiff",1,2,0.5
"Mvesic","Ocolla",2,3,0.666666666666667
"Mvesic","Ovesic",1,1,1
"Mymari","Ohasta",1,1,1
"Olesic","Elappc",2,2,1
"Olesic","Obridg",2,2,1
"Pclavi","Oproxi",1,1,1
"Pcynip","Eweiff",2,3,0.666666666666667
"Pcynip","Oadaph",2,7,0.285714285714286
"Pcynip","Ocolla",3,5,0.6
"Pcynip","Ofoeti",3,3,1
"Pcynip","Ogalla",1,2,0.5
"Pcynip","Ohasta",1,3,0.333333333333333
"Pcynip","Oherba",1,1,1
"Pcynip","Okriec",2,3,0.666666666666667
"Pcynip","Onorve",1,1,1
"Pcynip","Ospset",1,1,1
"Pcynip","Ovaria",3,7,0.428571428571429
"Pcynip","Ovesic",1,4,0.25
"Pcynip","Ovimin",1,5,0.2
"Pdolic","Eappen",1,1,1
"Pdolic","Eboreo",1,16,0.0625
"Pdolic","Eciner",1,2,0.5
"Pdolic","Edaphn",1,5,0.2
"Pdolic","Eelaea",4,9,0.444444444444444
"Pdolic","Egemmc",1,3,0.333333333333333
"Pdolic","Egemmf",1,10,0.1
"Pdolic","Egemmh",2,8,0.25
"Pdolic","Ehasta",1,15,0.0666666666666667
"Pdolic","Elappc",3,12,0.25
"Pdolic","Elappo",1,17,0.0588235294117647
"Pdolic","Emucro",3,5,0.6
"Pdolic","Emyrsi",2,6,0.333333333333333
"Pdolic","Emyrti",3,3,1
"Pdolic","Epurpu",2,8,0.25
"Pdolic","Etesta",2,3,0.666666666666667
"Pdolic","Evenus",3,9,0.333333333333333
"Pdolic","Eweiff",1,3,0.333333333333333
"Pdolic","Oadaph",6,14,0.428571428571429
"Pdolic","Oarcti",5,12,0.416666666666667
"Pdolic","Obella",2,3,0.666666666666667
"Pdolic","Obrevi",1,3,0.333333333333333
"Pdolic","Obridg",18,25,0.72
"Pdolic","Ocolla",7,7,1
"Pdolic","Odolic",3,11,0.272727272727273
"Pdolic","Oelaea",3,3,1
"Pdolic","Ofoeti",9,12,0.75
"Pdolic","Ogalla",6,11,0.545454545454545
"Pdolic","Oglabr",1,9,0.111111111111111
"Pdolic","Oglauc",4,5,0.8
"Pdolic","Ohasta",10,21,0.476190476190476
"Pdolic","Ohelve",2,2,1
"Pdolic","Oherba",4,6,0.666666666666667
"Pdolic","Okriec",5,8,0.625
"Pdolic","Olappl",8,16,0.5
"Pdolic","Olappo",10,14,0.714285714285714
"Pdolic","Omacul",4,7,0.571428571428571
"Pdolic","Omonti",3,3,1
"Pdolic","Omyrsi",3,6,0.5
"Pdolic","Omyrti",1,2,0.5
"Pdolic","Onigri",10,10,1
"Pdolic","Onival",4,21,0.19047619047619
"Pdolic","Oobscu",8,12,0.666666666666667
"Pdolic","Opedun",6,9,0.666666666666667
"Pdolic","Oproxi",18,21,0.857142857142857
"Pdolic","Opustu",2,3,0.666666666666667
"Pdolic","Oretic",4,7,0.571428571428571
"Pdolic","Oretus",2,4,0.5
"Pdolic","Osamol",7,14,0.5
"Pdolic","Ospset",3,3,1
"Pdolic","Otrian",5,7,0.714285714285714
"Pdolic","Ovaria",16,27,0.592592592592593
"Pdolic","Ovesic",6,14,0.428571428571429
"Pdolic","Ovimin",15,24,0.625
"Pdolic","Oviril",3,7,0.428571428571429
"Peuura","Eappen",1,1,1
"Peuura","Eatraa",1,1,1
"Peuura","Eaurit",1,2,0.5
"Peuura","Eboreo",4,7,0.571428571428571
"Peuura","Eciner",1,1,1
"Peuura","Edaphn",2,2,1
"Peuura","Eelaea",1,2,0.5
"Peuura","Egemmf",7,8,0.875
"Peuura","Egemmh",10,10,1
"Peuura","Ehasta",10,11,0.909090909090909
"Peuura","Elanat",1,1,1
"Peuura","Elappo",3,6,0.5
"Peuura","Emucro",3,4,0.75
"Peuura","Emyrsi",2,4,0.5
"Peuura","Emyrti",2,2,1
"Peuura","Esmyrs",1,2,0.5
"Peuura","Eweiff",1,1,1
"Peuura","Oobscu",1,6,0.166666666666667
"Peuura","Ovesic",1,4,0.25
"Pnemat","Obridg",3,4,0.75
"Pnemat","Oproxi",10,10,1
"Pnemat","Otrian",1,2,0.5
"Polybl","Hangli",1,1,1
"Ppecti","Oobscu",1,1,1
"Pponta","Eboreo",1,11,0.0909090909090909
"Pponta","Ehasta",1,6,0.166666666666667
"Pponta","Elappo",1,14,0.0714285714285714
"Pponta","Evenus",1,2,0.5
"Pponta","Oarcti",4,9,0.444444444444444
"Pponta","Obrevi",1,2,0.5
"Pponta","Obridg",1,5,0.2
"Pponta","Odolic",2,8,0.25
"Pponta","Ofoeti",4,7,0.571428571428571
"Pponta","Ogalla",1,2,0.5
"Pponta","Oglabr",5,8,0.625
"Pponta","Oglauc",4,5,0.8
"Pponta","Ohasta",3,11,0.272727272727273
"Pponta","Ohelve",1,2,0.5
"Pponta","Oherba",7,7,1
"Pponta","Olappl",5,13,0.384615384615385
"Pponta","Olappo",6,13,0.461538461538462
"Pponta","Omacul",1,3,0.333333333333333
"Pponta","Omyrsi",4,6,0.666666666666667
"Pponta","Onigri",1,5,0.2
"Pponta","Onival",7,15,0.466666666666667
"Pponta","Oobscu",2,7,0.285714285714286
"Pponta","Oretic",4,8,0.5
"Pponta","Oretus",6,6,1
"Pponta","Osamol",3,12,0.25
"Pponta","Ovaria",2,9,0.222222222222222
"Pponta","Ovesic",2,3,0.666666666666667
"Ppumil","Hangli",1,1,1
"Ppumil","Hpurpu",1,1,1
"Ppumil","Opustu",1,1,1
"Psauli","Obridg",1,1,1
"Psoemi","Ohelve",1,1,1
"Pterom","Omacul",1,1,1
"Rbrach","Hplicg",1,1,1
"Rbrach","Hplicl",1,1,1
"Salcal","Ohelve",1,1,1
"Salpin","Oobscu",1,1,1
"Saotis","Emucro",1,1,1
"Saotis","Halien",1,1,1
"Saotis","Oproxi",1,1,1
"Sborea","Hnudip",2,2,1
"Sgranu","Oglabr",1,3,0.333333333333333
"Sgranu","Ohasta",2,3,0.666666666666667
"Sgranu","Onival",2,3,0.666666666666667
"Sgranu","Onorve",2,3,0.666666666666667
"Sgranu","Ovaria",3,4,0.75
"Slappo","Elappc",1,8,0.125
"Slappo","Hischn",1,4,0.25
"Slappo","Obridg",5,6,0.833333333333333
"Slappo","Odolic",2,5,0.4
"Slappo","Ofoeti",1,3,0.333333333333333
"Slappo","Oglauc",3,4,0.75
"Slappo","Ohasta",1,8,0.125
"Slappo","Oherba",2,4,0.5
"Slappo","Olappl",3,9,0.333333333333333
"Slappo","Olappo",1,7,0.142857142857143
"Slappo","Omacul",2,3,0.666666666666667
"Slappo","Onigri",1,4,0.25
"Slappo","Onival",1,10,0.1
"Slappo","Oobscu",2,3,0.666666666666667
"Slappo","Oretic",1,3,0.333333333333333
"Slappo","Osamol",3,7,0.428571428571429
"Slappo","Ospeit",1,1,1
"Smorle","Halien",1,2,0.5
"Smorle","Hangli",1,2,0.5
"Smorle","Hischn",1,2,0.5
"Smorle","Hleuca",4,6,0.666666666666667
"Smorle","Hplicg",1,2,0.5
"Smorle","Hplicl",1,1,1
"Smorle","Hpolit",1,2,0.5
"Smorle","Hpruss",1,6,0.166666666666667
"Smorle","Hscapr",1,1,1
"Smorle","Hspirh",2,2,1
"Snigri","Hacuti",1,2,0.5
"Snigri","Hnudip",1,1,1
"Spygid","Obrevi",1,2,0.5
"Spygid","Ofoeti",1,4,0.25
"Spygid","Ohasta",1,3,0.333333333333333
"Spygid","Ovaria",4,6,0.666666666666667
"Srenov","Hanoma",1,1,1
"Srenov","Hscapr",1,1,1
"Ssubar","Hnudip",5,5,1
"Ssubar","Hplicp",1,1,1
"Strico","Hischn",4,6,0.666666666666667
"Strico","Hnudip",1,1,1
"Strico","Hoblit",3,3,1
"Strico","Hplicd",1,2,0.5
"Strico","Hplicg",1,2,0.5
"Strico","Hpolit",2,3,0.666666666666667
"Strico","Hpruss",1,2,0.5
"Strico","Hpscho",1,1,1
"Svesic","Egemmf",1,9,0.111111111111111
"Svesic","Elappc",1,8,0.125
"Svesic","Emyrti",1,3,0.333333333333333
"Svesic","Etesta",2,2,1
"Svesic","Eweiff",5,5,1
"Svesic","Hplicg",1,14,0.0714285714285714
"Svesic","Hpolit",1,8,0.125
"Svesic","Oaacut",1,1,1
"Svesic","Oadaph",6,13,0.461538461538462
"Svesic","Oarcti",4,11,0.363636363636364
"Svesic","Obella",2,4,0.5
"Svesic","Obrevi",1,3,0.333333333333333
"Svesic","Obridg",14,25,0.56
"Svesic","Ocolla",6,8,0.75
"Svesic","Odolic",4,8,0.5
"Svesic","Oelaea",3,3,1
"Svesic","Ofoeti",9,11,0.818181818181818
"Svesic","Ogalla",4,9,0.444444444444444
"Svesic","Oglabr",4,8,0.5
"Svesic","Oglauc",2,3,0.666666666666667
"Svesic","Ohasta",9,21,0.428571428571429
"Svesic","Ohelve",2,3,0.666666666666667
"Svesic","Oherba",1,5,0.2
"Svesic","Okriec",4,8,0.5
"Svesic","Olappl",4,11,0.363636363636364
"Svesic","Olappo",4,12,0.333333333333333
"Svesic","Omacul",4,9,0.444444444444444
"Svesic","Omonti",2,3,0.666666666666667
"Svesic","Omyrti",1,2,0.5
"Svesic","Onigri",9,10,0.9
"Svesic","Onival",6,18,0.333333333333333
"Svesic","Onorve",2,3,0.666666666666667
"Svesic","Oobscu",9,11,0.818181818181818
"Svesic","Opedun",1,7,0.142857142857143
"Svesic","Oproxi",20,20,1
"Svesic","Opustu",2,3,0.666666666666667
"Svesic","Osamol",4,11,0.363636363636364
"Svesic","Ospset",3,3,1
"Svesic","Otrian",3,5,0.6
"Svesic","Ovaria",10,24,0.416666666666667
"Svesic","Ovesic",13,16,0.8125
"Svesic","Ovimin",10,24,0.416666666666667
"Svesic","Oviril",6,7,0.857142857142857
"Tetras","Eweiff",1,1,1
"Themip","Oviril",2,2,1
"Torymu","Eelaea",1,1,1
"Torymu","Eweiff",2,2,1
"Tspfiv","Obridg",1,1,1
"Tspfiv","Okriec",1,1,1
"Tspfiv","Ovimin",1,2,0.5
"Tspfou","Hangli",1,1,1
"Tspone","Oobscu",1,1,1
"Tspone","Ovesic",1,2,0.5
"Tspsix","Ovimin",1,1,1
"Tspthr","Okriec",1,1,1
"Tsptwo","Okriec",1,1,1
